                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    342,                 1.0667,                0.94117,                 1.4916,                0.82181,                0.85933,                 0.9201,                0.72858,                0.86167,                0.72855,                 1.3483,             0.00072406,             0.00072406,             0.00072406
                    343,                 1.0581,                0.96687,                 1.5374,                0.80853,                0.89832,                0.92458,                0.73097,                0.85408,                0.72722,                 1.3433,             0.00072252,             0.00072252,             0.00072252
                    344,                 1.1691,                0.99028,                 1.5655,                0.78664,                0.91302,                0.91955,                0.72175,                0.80673,                0.73889,                 1.2953,             0.00072097,             0.00072097,             0.00072097
                    345,                  1.166,                0.99909,                 1.5386,                0.80406,                0.89925,                0.92348,                0.71981,                0.80407,                0.73495,                 1.2913,             0.00071942,             0.00071942,             0.00071942
                    346,                 1.0441,                0.98505,                 1.4623,                0.83095,                0.87284,                0.92972,                0.72281,                  0.816,                0.73776,                 1.3039,             0.00071788,             0.00071788,             0.00071788
                    347,                 1.0634,                0.89381,                 1.4642,                0.79365,                 0.9007,                0.93263,                0.72916,                0.83274,                0.74233,                 1.3235,             0.00071633,             0.00071633,             0.00071633
                    348,                 1.0545,                0.88437,                  1.492,                0.82501,                0.87919,                0.93329,                0.71596,                0.86353,                0.73925,                 1.3565,             0.00071478,             0.00071478,             0.00071478
                    349,                 1.0532,                0.88387,                 1.4573,                0.83364,                0.88984,                0.93029,                0.72704,                0.84305,                0.72136,                 1.3302,             0.00071323,             0.00071323,             0.00071323
                    350,                 1.0689,                0.92742,                 1.5144,                0.83206,                0.90277,                0.92999,                0.73544,                0.84699,                 0.7068,                 1.3258,             0.00071169,             0.00071169,             0.00071169
                    351,                 1.0503,                0.96991,                  1.491,                0.84842,                0.89498,                0.93139,                0.73374,                0.86142,                0.69463,                 1.3328,             0.00071014,             0.00071014,             0.00071014
                    352,                 1.1003,                0.96837,                 1.4981,                0.85732,                0.89017,                0.93666,                0.73396,                  0.835,                 0.6848,                  1.341,             0.00070859,             0.00070859,             0.00070859
                    353,                 1.0948,                0.96759,                 1.4966,                0.80084,                 0.9481,                0.94379,                0.74601,                0.80313,                0.67818,                 1.3396,             0.00070705,             0.00070705,             0.00070705
                    354,                 1.0665,                0.93454,                 1.5165,                0.83645,                0.90472,                0.94589,                0.75222,                0.79787,                0.67987,                 1.3221,              0.0007055,              0.0007055,              0.0007055
                    355,                 1.0815,                 0.9288,                 1.4905,                0.81261,                0.91559,                0.94212,                0.74931,                0.79504,                0.67376,                 1.3048,             0.00070395,             0.00070395,             0.00070395
                    356,                 1.0845,                0.92654,                 1.4991,                0.86586,                 0.8541,                0.93379,                 0.7275,                 0.8661,                0.70322,                 1.3623,             0.00070241,             0.00070241,             0.00070241
                    357,                  1.078,                 0.9073,                 1.4896,                0.84943,                0.87263,                0.93594,                0.73898,                0.83551,                0.71317,                  1.333,             0.00070086,             0.00070086,             0.00070086
                    358,                 1.0138,                0.89926,                 1.4705,                0.78853,                 0.9223,                0.94007,                   0.76,                0.79898,                0.70655,                 1.3037,             0.00069931,             0.00069931,             0.00069931
                    359,                 1.0803,                0.88295,                 1.4967,                0.77427,                0.96996,                0.94242,                0.75028,                0.80029,                0.72193,                 1.3182,             0.00069777,             0.00069777,             0.00069777
                    360,                 1.0762,                0.91008,                 1.5047,                0.80088,                0.90646,                0.93099,                 0.7341,                0.82676,                0.76941,                 1.3331,             0.00069622,             0.00069622,             0.00069622
                    361,                 1.0462,                0.90383,                 1.4738,                 0.8065,                0.88146,                0.92918,                0.73747,                0.80996,                0.77332,                 1.2872,             0.00069467,             0.00069467,             0.00069467
                    362,                 1.0548,                0.92182,                 1.4878,                0.83644,                0.86442,                0.92976,                0.74292,                0.82139,                0.74934,                 1.2836,             0.00069313,             0.00069313,             0.00069313
                    363,                  1.105,                0.97438,                 1.4858,                0.80306,                   0.91,                 0.9363,                0.74187,                0.84188,                0.72992,                  1.297,             0.00069158,             0.00069158,             0.00069158
                    364,                  1.064,                0.91436,                 1.5166,                0.83514,                0.91208,                0.94803,                0.74628,                0.84801,                0.69772,                 1.3181,             0.00069003,             0.00069003,             0.00069003
                    365,                 1.0208,                0.92984,                 1.4398,                0.83658,                0.90511,                0.95004,                0.75257,                0.80796,                0.69766,                 1.2848,             0.00068848,             0.00068848,             0.00068848
                    366,                0.96287,                0.86815,                 1.4386,                0.84044,                0.90625,                0.95026,                0.75717,                0.78429,                0.69506,                 1.2604,             0.00068694,             0.00068694,             0.00068694
                    367,                 1.0194,                0.87437,                 1.4764,                   0.86,                 0.8786,                0.94457,                0.76058,                0.77831,                0.71722,                 1.2736,             0.00068539,             0.00068539,             0.00068539
                    368,                  1.098,                0.93143,                 1.5204,                0.85156,                0.89564,                0.93728,                0.75083,                0.78696,                0.72581,                  1.292,             0.00068384,             0.00068384,             0.00068384
                    369,                 1.0326,                0.86717,                 1.4761,                0.84618,                0.89295,                0.93674,                0.74945,                0.77609,                 0.6985,                 1.2707,              0.0006823,              0.0006823,              0.0006823
                    370,                 1.0167,                0.84911,                 1.4543,                0.81743,                0.91808,                0.93727,                  0.761,                0.77926,                0.65963,                 1.2675,             0.00068075,             0.00068075,             0.00068075
                    371,                 1.0011,                 0.8577,                 1.4286,                0.82875,                 0.9047,                0.93612,                0.75683,                0.78386,                0.64675,                 1.2677,              0.0006792,              0.0006792,              0.0006792
                    372,                  1.045,                0.92448,                 1.5051,                0.80763,                 0.9184,                0.93099,                0.73737,                0.83348,                 0.6775,                  1.311,             0.00067766,             0.00067766,             0.00067766
                    373,                 1.0703,                0.91026,                 1.4829,                0.81137,                0.92722,                0.93198,                0.73959,                0.81255,                0.67674,                 1.3021,             0.00067611,             0.00067611,             0.00067611
                    374,                 1.0089,                0.85793,                 1.4357,                0.80244,                0.93789,                0.93608,                0.75159,                0.78256,                0.66129,                 1.2852,             0.00067456,             0.00067456,             0.00067456
                    375,                0.99061,                0.85627,                 1.4108,                 0.8054,                0.93639,                0.94444,                0.75118,                0.79598,                0.64898,                 1.2786,             0.00067302,             0.00067302,             0.00067302
                    376,                 1.0577,                0.94499,                 1.4882,                0.86033,                0.86904,                0.94621,                0.75141,                  0.841,                0.67484,                 1.3072,             0.00067147,             0.00067147,             0.00067147
                    377,                 1.0229,                0.89915,                 1.4615,                0.86071,                0.88376,                0.94401,                0.75352,                   0.79,                  0.688,                 1.2751,             0.00066992,             0.00066992,             0.00066992
                    378,                 1.0262,                0.85611,                 1.4267,                0.80526,                0.91984,                0.94286,                0.74541,                0.78145,                0.67855,                 1.2613,             0.00066838,             0.00066838,             0.00066838
                    379,                 1.0891,                0.94249,                 1.4865,                0.78439,                0.95573,                0.94322,                 0.7378,                0.85016,                0.71561,                 1.2975,             0.00066683,             0.00066683,             0.00066683
                    380,                 1.0986,                0.95509,                 1.5155,                0.82936,                0.89354,                0.94395,                0.71572,                0.95048,                0.75344,                 1.3651,             0.00066528,             0.00066528,             0.00066528
                    381,                 1.0921,                0.95315,                 1.4741,                0.85769,                0.88655,                 0.9479,                 0.7306,                0.92337,                0.71104,                 1.3433,             0.00066373,             0.00066373,             0.00066373
                    382,                 1.0049,                0.86488,                  1.395,                0.85943,                0.88962,                0.94648,                0.74032,                0.87279,                0.67276,                 1.3074,             0.00066219,             0.00066219,             0.00066219
                    383,                 1.0224,                0.85951,                 1.4255,                0.85803,                0.89105,                0.94022,                0.74744,                0.80699,                 0.6518,                 1.2752,             0.00066064,             0.00066064,             0.00066064
                    384,                 1.0329,                 0.8959,                 1.4577,                0.80905,                 0.9231,                0.93513,                0.74948,                0.78504,                0.67645,                 1.2672,             0.00065909,             0.00065909,             0.00065909
                    385,                 1.0939,                0.90141,                 1.4957,                0.81676,                0.93779,                0.93549,                0.74853,                0.78267,                0.69528,                 1.2602,             0.00065755,             0.00065755,             0.00065755
                    386,                0.98293,                0.91647,                 1.4215,                0.82754,                0.92319,                0.93631,                0.75834,                0.75225,                0.71343,                 1.2362,               0.000656,               0.000656,               0.000656
                    387,                 1.0155,                0.90599,                 1.4203,                0.80939,                0.94247,                0.93824,                0.75776,                0.75467,                0.72376,                 1.2434,             0.00065445,             0.00065445,             0.00065445
                    388,                 1.0196,                0.83014,                  1.448,                0.81052,                0.92025,                0.93957,                0.70949,                0.88991,                0.75534,                 1.3397,             0.00065291,             0.00065291,             0.00065291
                    389,                 1.0198,                0.85521,                 1.4291,                0.83243,                0.91328,                0.94665,                0.72705,                0.86959,                 0.6989,                 1.3177,             0.00065136,             0.00065136,             0.00065136
                    390,                 1.0053,                0.88329,                 1.4326,                0.83231,                0.92115,                 0.9506,                0.75377,                0.83405,                0.64669,                  1.292,             0.00064981,             0.00064981,             0.00064981
                    391,                 1.0547,                0.90481,                 1.4534,                0.83513,                 0.9266,                0.95184,                0.75914,                 0.8095,                0.64559,                 1.2774,             0.00064827,             0.00064827,             0.00064827
                    392,                 1.0995,                0.91847,                 1.4793,                0.81518,                0.93261,                 0.9484,                0.75368,                0.80567,                0.66772,                 1.2619,             0.00064672,             0.00064672,             0.00064672
                    393,                 1.0271,                0.86535,                 1.4724,                0.83872,                 0.9112,                0.94384,                 0.7593,                0.77409,                0.67272,                 1.2424,             0.00064517,             0.00064517,             0.00064517
                    394,                 1.0367,                0.89088,                 1.4323,                0.83932,                0.90107,                0.93907,                0.76228,                0.75959,                0.69151,                 1.2347,             0.00064362,             0.00064362,             0.00064362
                    395,                 1.0677,                0.91185,                 1.4634,                0.82857,                0.88933,                  0.936,                0.74992,                0.78633,                0.74223,                  1.245,             0.00064208,             0.00064208,             0.00064208
                    396,                 1.1072,                0.99619,                 1.5168,                0.79099,                0.91262,                0.93679,                0.75718,                0.75629,                0.77515,                 1.2311,             0.00064053,             0.00064053,             0.00064053
                    397,                 1.0109,                 0.8572,                 1.4238,                0.80485,                0.92322,                0.93168,                0.75781,                0.72627,                0.74352,                  1.221,             0.00063898,             0.00063898,             0.00063898
                    398,                  1.006,                0.87028,                 1.4281,                0.83183,                0.90773,                0.92842,                 0.7512,                0.73154,                0.71289,                 1.2255,             0.00063744,             0.00063744,             0.00063744
                    399,                 1.0273,                 0.9063,                 1.4404,                0.83656,                 0.9016,                0.92998,                0.74619,                0.74633,                0.69831,                 1.2358,             0.00063589,             0.00063589,             0.00063589
                    400,                0.99842,                0.86384,                 1.4295,                0.79549,                0.92686,                0.93284,                0.74423,                0.75408,                0.70563,                 1.2526,             0.00063434,             0.00063434,             0.00063434
                    401,                 1.0136,                0.89701,                 1.4296,                0.80977,                0.91383,                0.93711,                 0.7434,                0.77189,                 0.6964,                 1.2617,              0.0006328,              0.0006328,              0.0006328
                    402,                 1.0266,                0.89604,                 1.4306,                0.80102,                 0.9406,                0.93912,                0.74599,                 0.7761,                0.66497,                 1.2627,             0.00063125,             0.00063125,             0.00063125
                    403,                 1.0198,                0.85277,                 1.4322,                0.78734,                0.95304,                0.94349,                0.75537,                0.76311,                0.64886,                 1.2514,              0.0006297,              0.0006297,              0.0006297
                    404,                 1.0312,                0.88627,                 1.4578,                0.80004,                0.92754,                0.94214,                0.75896,                0.76179,                0.65218,                 1.2587,             0.00062816,             0.00062816,             0.00062816
                    405,                 1.0254,                 0.8776,                 1.4384,                0.80185,                0.92928,                0.93854,                0.75108,                0.78138,                0.67041,                 1.2868,             0.00062661,             0.00062661,             0.00062661
                    406,                  1.005,                0.81578,                 1.4568,                0.79809,                0.93365,                0.94121,                0.75368,                  0.772,                0.65843,                 1.2768,             0.00062506,             0.00062506,             0.00062506
                    407,                 1.0406,                0.90828,                 1.4895,                0.82769,                0.89416,                0.94681,                0.76613,                0.74581,                0.63793,                 1.2458,             0.00062352,             0.00062352,             0.00062352
                    408,                 1.0034,                0.85063,                 1.4603,                0.85847,                0.88874,                0.95435,                0.77678,                0.72141,                0.61343,                 1.2183,             0.00062197,             0.00062197,             0.00062197
                    409,                0.98742,                0.86053,                 1.4096,                0.84777,                0.89798,                0.95419,                0.77624,                0.71595,                0.61224,                 1.2155,             0.00062042,             0.00062042,             0.00062042
                    410,                0.97578,                0.85792,                 1.4357,                0.85399,                0.89639,                0.95288,                0.77184,                0.72481,                 0.6169,                 1.2132,             0.00061887,             0.00061887,             0.00061887
                    411,                 1.0032,                0.84867,                 1.4604,                0.81932,                0.93572,                0.95412,                0.77026,                0.75716,                0.61927,                 1.2242,             0.00061733,             0.00061733,             0.00061733
                    412,                 1.0006,                0.85947,                 1.4423,                0.84719,                0.91237,                0.95026,                0.77593,                0.75641,                0.61747,                 1.2269,             0.00061578,             0.00061578,             0.00061578
                    413,                  1.044,                0.99384,                 1.4848,                0.86095,                0.89486,                0.94753,                0.77587,                0.73333,                0.61305,                 1.2071,             0.00061423,             0.00061423,             0.00061423
                    414,                0.96454,                0.86932,                 1.3797,                0.85716,                 0.8968,                0.94415,                0.77215,                0.72675,                0.61732,                  1.203,             0.00061269,             0.00061269,             0.00061269
                    415,                0.95604,                0.80109,                 1.3863,                0.84786,                0.90095,                0.94271,                0.76902,                0.73276,                0.63045,                 1.2105,             0.00061114,             0.00061114,             0.00061114
                    416,                 1.0271,                0.85256,                 1.4397,                 0.7937,                0.97036,                0.94185,                0.76443,                0.75787,                0.63928,                 1.2385,             0.00060959,             0.00060959,             0.00060959
                    417,                0.96545,                 0.9003,                 1.4104,                0.81707,                0.94392,                0.94825,                0.77431,                 0.7418,                 0.6242,                 1.2259,             0.00060805,             0.00060805,             0.00060805
                    418,                0.98088,                0.81747,                 1.3926,                0.80677,                0.95492,                0.95268,                0.77707,                0.72182,                0.61335,                 1.2189,              0.0006065,              0.0006065,              0.0006065
                    419,                 1.0285,                0.86419,                 1.4124,                 0.8359,                0.91377,                0.95164,                 0.7777,                0.71601,                0.62587,                 1.2261,             0.00060495,             0.00060495,             0.00060495
                    420,                0.95949,                0.81397,                 1.4013,                0.84429,                0.89564,                0.94117,                0.76567,                0.74019,                0.67757,                 1.2512,             0.00060341,             0.00060341,             0.00060341
                    421,                   1.02,                0.86039,                 1.4307,                0.87012,                0.87232,                0.94008,                0.77005,                0.74623,                0.67238,                 1.2438,             0.00060186,             0.00060186,             0.00060186
                    422,                 1.0108,                0.87638,                 1.4607,                0.83969,                0.89613,                0.94348,                0.77091,                0.75865,                0.66034,                  1.242,             0.00060031,             0.00060031,             0.00060031
                    423,                0.98436,                0.83862,                 1.4342,                0.83212,                0.90909,                0.94987,                0.77482,                 0.7782,                0.64667,                 1.2486,             0.00059877,             0.00059877,             0.00059877
                    424,                  1.002,                0.85199,                 1.4137,                0.83757,                0.91767,                0.95937,                0.78243,                0.79056,                0.64014,                 1.2464,             0.00059722,             0.00059722,             0.00059722
                    425,                 1.0288,                0.85948,                 1.4375,                0.84555,                0.91289,                0.96079,                0.78783,                0.74805,                0.63286,                 1.2337,             0.00059567,             0.00059567,             0.00059567
                    426,                  1.048,                0.93825,                 1.4515,                0.81269,                0.94129,                0.95989,                0.78287,                0.74623,                0.63773,                  1.246,             0.00059413,             0.00059413,             0.00059413
                    427,                 1.0655,                 0.8932,                 1.4779,                0.79286,                0.96193,                0.95838,                0.78158,                0.74027,                0.63185,                 1.2328,             0.00059258,             0.00059258,             0.00059258
                    428,                 1.0033,                0.89757,                 1.4175,                0.80118,                0.94046,                0.95628,                0.78893,                0.70944,                0.60949,                 1.2081,             0.00059103,             0.00059103,             0.00059103
                    429,                 1.0122,                0.84239,                  1.441,                0.81096,                0.93466,                0.95608,                0.78965,                0.70369,                0.60086,                 1.2046,             0.00058948,             0.00058948,             0.00058948
                    430,                0.97875,                0.82889,                 1.4036,                0.80271,                0.94967,                0.95626,                0.77443,                0.73342,                0.59418,                 1.2151,             0.00058794,             0.00058794,             0.00058794
                    431,                0.98954,                0.85487,                 1.4162,                0.85524,                0.89962,                0.95622,                0.76396,                0.76678,                0.59904,                  1.236,             0.00058639,             0.00058639,             0.00058639
                    432,                0.98098,                0.80126,                 1.4115,                  0.873,                0.91646,                0.94965,                0.76076,                0.77047,                0.61464,                 1.2573,             0.00058484,             0.00058484,             0.00058484
                    433,                0.96255,                0.81274,                 1.4164,                0.85345,                 0.9218,                0.94821,                0.76968,                0.75177,                0.62468,                 1.2307,              0.0005833,              0.0005833,              0.0005833
                    434,                0.97106,                0.84446,                 1.4239,                0.83918,                0.94375,                0.95223,                0.77963,                0.73708,                 0.6203,                 1.2107,             0.00058175,             0.00058175,             0.00058175
                    435,                 1.0364,                  0.856,                 1.4629,                 0.8408,                0.93742,                0.95442,                0.77986,                0.71333,                0.61232,                 1.1974,              0.0005802,              0.0005802,              0.0005802
                    436,                0.96981,                0.79452,                 1.3902,                0.87111,                0.91032,                0.96202,                0.77559,                0.71549,                0.58905,                 1.2203,             0.00057866,             0.00057866,             0.00057866
                    437,                0.98641,                0.80738,                 1.3949,                0.90183,                0.87903,                0.96093,                0.77732,                0.71483,                0.59725,                 1.2128,             0.00057711,             0.00057711,             0.00057711
                    438,                0.98826,                0.85203,                 1.4241,                0.90779,                0.87332,                0.96013,                0.78001,                0.71143,                0.60129,                 1.1991,             0.00057556,             0.00057556,             0.00057556
                    439,                0.99958,                0.85017,                 1.4166,                 0.8577,                0.89605,                0.96098,                0.78704,                0.71678,                0.59949,                   1.21,             0.00057402,             0.00057402,             0.00057402
                    440,                0.97195,                0.80889,                 1.4178,                0.87689,                0.90039,                 0.9624,                0.79622,                0.69117,                0.61409,                 1.1839,             0.00057247,             0.00057247,             0.00057247
                    441,                0.95195,                0.83457,                 1.4154,                0.85217,                0.91691,                0.96134,                0.78316,                0.71463,                0.62465,                 1.1873,             0.00057092,             0.00057092,             0.00057092
                    442,                 1.0127,                0.86247,                 1.4545,                0.82648,                 0.9561,                0.96027,                0.76181,                0.75643,                0.62732,                 1.2219,             0.00056938,             0.00056938,             0.00056938
                    443,                0.99805,                0.87559,                 1.4499,                0.84133,                0.93515,                0.95621,                 0.7599,                0.73619,                0.61756,                 1.2177,             0.00056783,             0.00056783,             0.00056783
                    444,                0.97262,                 0.8863,                 1.4201,                0.85829,                0.90296,                0.94715,                0.76943,                0.72886,                0.62434,                 1.2122,             0.00056628,             0.00056628,             0.00056628
                    445,                0.95538,                0.78438,                 1.3794,                0.84418,                0.89733,                 0.9445,                0.76881,                 0.7288,                0.61607,                 1.2067,             0.00056473,             0.00056473,             0.00056473
                    446,                0.97937,                0.83188,                 1.4104,                 0.8695,                0.91082,                0.94569,                0.77627,                0.72439,                0.61399,                 1.1947,             0.00056319,             0.00056319,             0.00056319
                    447,                0.95308,                0.82453,                 1.3671,                0.84867,                0.93316,                0.94307,                0.77715,                0.71723,                 0.6099,                 1.1881,             0.00056164,             0.00056164,             0.00056164
                    448,                0.96128,                0.80088,                 1.3881,                0.81398,                0.94241,                0.93812,                 0.7732,                0.69462,                0.60606,                 1.1921,             0.00056009,             0.00056009,             0.00056009
                    449,                0.97017,                0.84257,                 1.4028,                0.82333,                0.94053,                0.94427,                0.77434,                0.68988,                 0.5967,                 1.1888,             0.00055855,             0.00055855,             0.00055855
                    450,                0.94992,                0.80672,                 1.3796,                0.82836,                0.95211,                0.94885,                0.77928,                0.70017,                0.59674,                 1.1942,               0.000557,               0.000557,               0.000557
                    451,                 1.0169,                0.80715,                 1.4484,                0.83124,                0.95449,                0.95051,                0.77951,                0.71368,                0.60306,                  1.207,             0.00055545,             0.00055545,             0.00055545
                    452,                 1.0033,                0.81282,                 1.4097,                0.83378,                0.94678,                0.95015,                0.76963,                0.73515,                0.64111,                 1.2067,             0.00055391,             0.00055391,             0.00055391
                    453,                  1.007,                0.88814,                 1.4507,                0.83993,                0.92981,                 0.9522,                0.77396,                0.72262,                 0.6406,                  1.201,             0.00055236,             0.00055236,             0.00055236
                    454,                0.99793,                0.87664,                 1.4495,                0.82275,                0.93578,                0.95349,                0.78166,                0.71375,                0.64078,                 1.2057,             0.00055081,             0.00055081,             0.00055081
                    455,                 1.0406,                 0.8157,                  1.419,                0.86888,                0.89536,                0.95338,                0.77844,                0.72625,                0.63675,                 1.2134,             0.00054927,             0.00054927,             0.00054927
                    456,                0.97243,                0.79631,                 1.3946,                0.84621,                0.91732,                 0.9531,                0.78448,                0.73565,                0.63277,                 1.2161,             0.00054772,             0.00054772,             0.00054772
                    457,                 1.0176,                0.90197,                 1.4541,                0.83192,                0.93466,                0.95143,                0.78323,                 0.7215,                0.63068,                 1.2035,             0.00054617,             0.00054617,             0.00054617
                    458,                0.96477,                0.80091,                 1.3846,                0.85361,                0.91418,                0.95134,                0.78568,                0.70413,                0.62001,                 1.1917,             0.00054463,             0.00054463,             0.00054463
                    459,                0.99014,                0.83753,                 1.3818,                0.83623,                0.93841,                0.95242,                0.78591,                 0.7103,                0.59964,                 1.1887,             0.00054308,             0.00054308,             0.00054308
                    460,                0.96213,                0.86314,                 1.3729,                0.84906,                0.93934,                0.95521,                 0.7724,                0.80128,                0.61113,                  1.217,             0.00054153,             0.00054153,             0.00054153
                    461,                0.99329,                0.85637,                 1.4208,                 0.8418,                0.94661,                0.96122,                0.78563,                  0.799,                0.61085,                  1.214,             0.00053998,             0.00053998,             0.00053998
                    462,                  1.033,                0.86797,                  1.481,                0.84438,                0.95132,                0.96316,                0.78788,                0.81166,                 0.6035,                 1.2354,             0.00053844,             0.00053844,             0.00053844
                    463,                 0.9825,                0.83824,                 1.4046,                  0.831,                0.96913,                0.96443,                0.77854,                0.83456,                 0.5972,                 1.2748,             0.00053689,             0.00053689,             0.00053689
                    464,                 1.0523,                0.95515,                 1.5189,                0.87746,                 0.9047,                0.96674,                0.79484,                0.79365,                0.58186,                 1.2405,             0.00053534,             0.00053534,             0.00053534
                    465,                 1.0098,                0.85638,                  1.401,                0.87414,                0.90664,                0.96471,                 0.7969,                0.75468,                0.57507,                  1.211,              0.0005338,              0.0005338,              0.0005338
                    466,                0.96124,                0.77414,                 1.3979,                0.88007,                0.90339,                0.96173,                0.79307,                0.72831,                0.56917,                 1.2011,             0.00053225,             0.00053225,             0.00053225
                    467,                0.96498,                0.80995,                  1.403,                0.86477,                0.90556,                0.96048,                0.78791,                0.69911,                0.56851,                 1.1792,              0.0005307,              0.0005307,              0.0005307
                    468,                0.95744,                0.80819,                 1.3876,                0.86313,                0.92188,                0.95656,                0.79108,                0.67192,                0.58452,                 1.1598,             0.00052916,             0.00052916,             0.00052916
                    469,                0.98726,                0.86009,                   1.42,                0.89803,                0.90584,                0.95629,                0.79026,                0.66908,                0.59007,                 1.1607,             0.00052761,             0.00052761,             0.00052761
                    470,                0.93091,                0.80446,                 1.3567,                0.84393,                0.96362,                0.95427,                0.78797,                0.67661,                0.59056,                 1.1708,             0.00052606,             0.00052606,             0.00052606
                    471,                0.93185,                0.78152,                   1.38,                0.88003,                0.91097,                0.95211,                0.78005,                0.69097,                0.59784,                  1.183,             0.00052452,             0.00052452,             0.00052452
                    472,                0.93317,                0.82336,                 1.3797,                0.86385,                0.93035,                0.95263,                 0.7808,                0.70286,                 0.5831,                 1.1745,             0.00052297,             0.00052297,             0.00052297
                    473,                 1.0227,                0.82259,                 1.4249,                0.88066,                 0.9123,                0.95369,                0.78956,                0.70984,                0.58251,                 1.1695,             0.00052142,             0.00052142,             0.00052142
                    474,                 0.9783,                0.79193,                 1.4018,                0.89295,                0.88649,                0.95686,                0.78685,                0.71547,                0.58827,                   1.17,             0.00051988,             0.00051988,             0.00051988
                    475,                0.91101,                0.76567,                 1.3483,                 0.8896,                0.89678,                0.96024,                 0.7861,                0.71784,                0.59075,                 1.1735,             0.00051833,             0.00051833,             0.00051833
